Category,Content
novel,"Pelo beco que se formava entre a grande casa irlandesa e a vizinha, apenas terra e silêncio."
novel,"Nenhuma das janelas era de grande ajuda; ou estavam escuras, ou com cortinas."
novel,"A porteira de madeira branca abriu-se levemente, e Wayne adentrou o perímetro da construção."
novel,"Seus pés dançavam com o vento enquanto caminhava na penumbra, e os olhos mantinham-se sempre atrás das seis balas que lhe davam segurança."
novel,"Pela lateral chegou aos fundos, e pela porta chegou à cozinha."
novel,"A casa estava escura como uma gruta, com seu gélido semblante perpetuando o medo."
novel,O revólver foi baixado enquanto os pensamentos voltavam a subir.
novel,"Nem Mary, nem Finnegan, nem Nora."
novel,Aquilo não estava certo.
novel,Aquilo não podia estar certo.
novel,Será que Finnegan tinha inimigos na terra mãe?
novel,Parecia improvável que cruzassem o oceano para pegá-lo.
novel,Mas e o que ele sabia sobre vingança?
novel,Era somente um camponês que não fazia mais que sobreviver.
novel,Perguntava-se o quão longe a vingança poderia ir.
novel,Então a resposta apareceu.
novel,"Vinda do andar de cima, Wayne escutou a voz de Finnegan."
novel,E ela urrava.
novel,O medo instalou-se dentro de seu corpo.
novel,"Com o revólver erguido, começou a caminhar em direção à escada."
novel,Um segundo urro desceu os degraus.
novel,Finnegan não lhe soava nada bem.
novel,"Seus pés faziam barulho enquanto tremiam andar acima, mas ele não ligava mais."
novel,O chefe agora urrava ritmado.
novel,"Estavam matando o cara, matando bem ali, e ele deveria estar nas últimas."
novel,O que faria quando chegasse até lá?
novel,Faltavam apenas três degraus.
novel,Simplesmente pediria que ficassem parados enquanto alguém não chegasse para ajudar?
novel,"Se fizesse isso, o próximo a ser morto seria ele."
novel,A escada chegara ao fim e Wayne estava no segundo andar.
novel,Os gritos vinham do quarto de Finnegan.
novel,"A porta estava entreaberta, não mais que dois metros diante de si."
novel,Aquela era a hora.
novel,Os gritos estavam mais altos.
novel,Ele entraria com tudo.
novel,Que Deus protegesse quem estivesse lá dentro.
novel,Deu um passo adiante e sentiu o desespero sussurrar-lhe o ouvido.
novel,Agora os urros vinham de segundo em segundo.
novel,(Yes!)
novel,Mas que porra?
novel,Explodiu a porta com um chute.
novel,Finnegan estava de pé.
novel,Nora estava ajoelhada.
novel,Tinha sêmen escorrendo pelo seu rosto.
novel,O tempo parou.
novel,"As barreiras que existiam entre realidade, impossível e inimaginável romperam-se todas ao mesmo tempo."
novel,"Nas mãos de Wayne, o revólver não parecia significar mais que um pedaço de metal."
novel,Via Nora levantando desesperada; via Finnegan alternando o olhar entre a mulher e ele; via os objetos que caiam da cômoda em que ela se apoiava atingirem o chão de madeira.
novel,Mas nada chegava aos seus ouvidos.
novel,Era como se o quarto estivesse preenchido pelo mais puro vácuo e todas as imagens não passassem de um sonho ruim.
novel,Onde foi que ele havia falhado?
novel,Por que teriam feito isso.
novel,Não fazia sentido.
novel,Baixou os olhos até o revólver e permaneceu assim por algum tempo.
novel,"Sentia o frio metálico na palma das mãos, pronto para pegar fogo com o toque de uma alavanca."
novel,O que faria com aquela coisa?
novel,"Por um momento achava que não servia mais; o amigo e a esposa não haviam sido roubados, afinal."
novel,"Estavam apenas juntos, mas nada de ruim havia acontecido aos dois."
novel,Nada de ruim havia acontecido aos dois.
novel,"Olhou Nora, encolhida na outra extremidade do quarto."
novel,A parte inferior de seu rosto reluzia a chama calada de uma vela que iluminava o lugar com um branco distinto.
novel,"O corpo sem roupas tremia descontrolado, mas não fazia frio naquela noite."
novel,Por que estava com medo?
novel,Não precisava estar com medo.
novel,Precisava?
novel,Talvez estivesse com medo.
novel,De Finnegan?
novel,Wayne não via nada que pudesse fazê-la ter medo de Finnegan.
novel,Do que ela estaria com medo?
novel,Finnegan.
novel,Os olhos vazios dirigiram-se para o chefe.
novel,Rodrick não havia visto aquela falta de vida nem em homens que estavam prestes a morrer.
novel,"Talvez fosse a experiência de alguém que já vira muita coisa na vida, ou o medo de tudo acabar no próximo segundo, que fez as mãos do irlandês erguerem-se à altura de seu tórax com as palmas abertas e a voz sair em passos delicados como quem anda em um ninho de cobras."
novel,- I... wasnt expecting you to come.
novel,Is... is everything alright with the shop?
novel,A mente turva de Wayne apenas olhou através das palavras.
novel,"- Well... thats... thats good, I think."
novel,We were talking a little about how things were.
novel,"Just chatting, you know?"
novel,"And... listen, this was na accident."
novel,"But hey, você disse dividir, não?"
novel,Dividir.
novel,"(você disse dividir, não?)"
novel,Dividir você disse dividir você não?
novel,você disse dividir não?
novel,"você disse dividir  Como uma pedra jogada em um lago mansamente calmo, a obstrução mental de Wayne chegou ao fim."
novel,"- Que... Que porra você fez aqui?- Take it easy, mate."
novel,Lets have a nice talk.- Você fodeu a minha esposa?- We can work it out.
novel,Dont worry.
novel,Its alright...- A minha esposa?
novel,Você?
novel,!- I need you to calm... Algo denso e de cor negra começou a ser bombeado através das veias de Wayne.
novel,Aquilo era impossível.
novel,"Eles não teriam feito isso, não com ele."
novel,O que ele tinha feito a qualquer um dos dois?
novel,A amava incondicionalmente e o ajudava em toda e qualquer coisa.
novel,Será que faltava algo a Nora que ele não podia dar?
novel,"Se conheciam desde sempre, e haviam construído uma vida juntos."
novel,"Tinham uma casa, comida plena e roupas."
novel,"Tinham sonhos, metas e planos."
novel,"Tinham prazer na cama, bons momentos fora dela e dificilmente brigavam."
novel,"E quanto a Finnegan, o que lhe faltava?"
novel,"Tinha esposa e filhos, uma boa casa e dinheiro."
novel,Tinha uma boa loja e o melhor funcionário possível.
novel,Por que haviam feito aquilo?
novel,Olhou a esposa nos olhos.
novel,Como pôde jogar tantos anos fora daquela forma?
novel,"Destruíra qualquer segurança e respeito próprio que o marido tinha, ainda mais, e se preocupava apenas se seria morta?"
novel,Por que ela não pensava nele?
novel,Por que não se preocupava com ele?
novel,Que porra de amor era aquilo?
novel,Voltou-se para Finnegan com um frio intimidador.
novel,Lembrava-se dos primeiros dias no armazém e da amizade construída ao longo dos anos.
novel,"Havia sido ele quem ensinara Wayne a atirar, negociar e administrar."
novel,"Também havia sio ele o responsável pela agradável condição de vida do funcionário no presente; não fosse pelo trabalho na loja, Singleton ainda estaria em um estado miserável de vida."
novel,Será que o ajudara desde o início por isso?
novel,Será que desde sempre o chefe pensava na esposa de Wayne?
novel,Ou pior: será que os dois já fodiam antes de tudo?
novel,O peso daqueles pensamentos o arrastava para baixo como uma âncora.
novel,Lágrimas começaram a descer-lhe a face.
novel,"Sentia a raiva acumulando-se nos pulmões, e contrações involuntárias percorrerem seu corpo."
novel,Aquilo tudo deveria ter uma explicação.
novel,Ele precisava de uma como um coiote precisa de carne.
novel,"Entre seus dedos, a Remington tremia."
novel,"Não conseguia engolir que o homem que estava de pé, a quem considerava irmão, o havia apunhalado pelas costas."
novel,E que a mulher que ele tanto amava havia colocado a faca nas mãos do traidor.
novel,Aquilo deveria ser algum mal entendido.
novel,Tinha que ser.
novel,"Mas ele, no fundo, sabia que fora traído."
novel,E sabia que aquele líquido que pingava do rosto da esposa era porra irlandesa.
novel,Sentiu dois pequenos estalos nos olhos.
novel,O calor envolveu sua pele como um manto.
novel,"Assim como se sucedeu a insanidade, Red Eye fez terror ganhar uma nova dimensão."
novel,A arma ergueu-se e preencheu o quarto com um clarão e um barulho ensurdecedor.
novel,Um pedaço do criado mudo ao lado de Nora deixou de existir.
novel,"A vibração dos seus gritos podia ser sentida, mas Wayne não escutava um único som."
novel,"Seu peitou inchou-se e estremeceu, e suas cordas vocais começaram a queimar."
novel,Um segundo clarão fez um buraco na parede grossa de madeira.
novel,Viu Finnegan começar a avançar; seus movimentos eram lentos como se estivesse dentro dágua.
novel,Girou o corpo e atirou antes de parar.
novel,Fragmentos de orelha do irlandês viajaram pelo ar imersos em um suco vermelho escuro.
novel,Aquilo era lindo.
novel,Aquilo era uma obra de arte.
novel,O corpo do chefe tombou para o lado e jogou-se para trás.
novel,Wayne atirou.
novel,Dois centímetros ao lado de Finnegan o chão se estilhaçou.
novel,Viu ambos encurralados na parede e explodiu a Remington em sua direção.
novel,Os dedos trêmulos sentiram o coice da arma antes que o disparo parasse entre os dois.
novel,Nora gritou desesperada.
novel,Finnegan começava a soluçar.
novel,Então a arma falhou.
novel,O espaço da última bala estava vazio.
novel,Singleton não trouxera nenhuma outra para recarregar.
novel,O clique seco da arma vazia atravessou o quarto.
novel,"Rasgava o ar como se fosse, mesmo baixo e sem eco, as firmes tranças ao estalar do açoite."
novel,O espírito obscuro que antes possuía Wayne sem controle firmava-se agora nas bases de seu corpo.
novel,Por três vezes apertou o gatilho e ouviu o estalido metálico da arma.
novel,"Baixou-a, então, e apenas fitou os dois seres que se encolhiam entre a parede, os móveis e os soluços."
novel,"Havia um velho ditado que dizia que os olhos eram a janela da alma, mas até os mais sábios saberiam que as janelas naquele rosto levavam ao frio e misterioso lugar nenhum."
novel,"Finnegan pôs-se de pé, ainda trêmulo, e começou a caminhar em direção a Wayne."
novel,O soluço transformou-se em tristeza; a tristeza transformou-se em ira; e a ira transformou-se em determinação.
novel,"Red Eye sabia que o irlandês, dez centímetros mais alto, estava vindo atrás de si."
novel,"Não o matara quando teve a chance, mas era melhor preparar-se."
novel,"A desgraça estava por vir, e ela sabia o seu nome."
tale,A água verde faísca sorridente sob o sol de meio dia de Olinda.
tale,"Usando seu charme de esmeralda, enamora-se com a areia como jovens amantes: ela vai… e vem… e vai… e vem… numa cálida e lenta conquista de poéticos movimentos e beleza intrínseca."
tale,"Os barcos, deitados um pouco mais ao fundo, descansam o sono do almoço em sua rede natural."
tale,"Todas as proas apontam na mesma direção, revelando ao mundo aonde a correnteza lhes segredara pouco antes que queria ir."
tale,"Perto dos arrecifes, calmaria: somente a espuma das ondas ultrapassa a barreia, cobrindo a tranquila manta verde das águas com uma brancura angelical."
tale,"E nas partes onde a areia da praia dá lugar à contenção, as ondas que se jogam às pedras ecoam harmonia, dando aos ventos de presente a doce cantiga do mar."
tale,"São os alísios, afinal, que chegam nos quentes meses de dezembro e penetram suas brisas pela cidade, banhando os homens com toda a plenitude do seu bem-estar."
tale,"Ah, as águas do mar de Olinda, que de tão lindas, eu hei de amar!"
tale,"———- O sol se foi, a praia calou, caiu a noite."
tale,"Sob a negra vastidão das estrelas, Olinda deita-se em silêncio."
tale,"Nos escuros cantos da cidade, o que se passa?"
tale,"Um bêbado abraça a solidão, um corpo agonizando chama a morte e uma moça vê seu fim pelos olhos do estuprador."
tale,Sim… a Olinda das águas faiscantes é a mesma dos crimes brutais e sombrios.
tale,"A desgraça toma a cidade como a peste, dizimando a dignidade e a esperança dos que ainda sonham viver."
tale,"Mas que vida é essa, em que o crime é a ordem e cada cruz é uma espada?"
tale,"Que vida é essa, em que negros morrem aos centos e mulheres aos quinhentos?"
tale,"Que vida é essa, em que o terror persegue crianças esfaimando sem nunca parar?"
tale,"Ah, as desgraças mil de Olinda… que por serem infindas, jamais poderei escapar."
tale,- Janeiro de 2019.
tale,Uma desgraça.
tale,O bigode mal feito de Eudes se contorcia enquanto observava o casal.
tale,"Na parte de trás do coletivo, dois estudantes da rede pública queimavam em paixão como se não houvesse amanhã."
tale,"Ao redor de suas bocas, a pele brilhava pelo suor e pela baba que escorria dos beijos."
tale,O pior de tudo eram as línguas.
tale,"Puta que pariu, meu amigo, que seboseira do cacete."
tale,"Eudes não conseguia, como todos que estavam por perto, ignorar o que pareciam ser parasitas saindo dos lábios de um e enfiando-se na boca do outro."
tale,Deus que o defendesse de um dia ter beijado uma morena daquele jeito.
tale,Abriu as pernas para ficar confortável e olhou pela janela em uma miserável tentativa de esquecer o casal.
tale,"E ainda bem que a evangélica sentada ao seu lado escolheu sacrificar o próprio espaço a reclamar da invasão; no humor em que estava, Eudes a diria para ir tomar no cu."
tale,Era por causa de gente daquele jeito que o país ia tão mal.
tale,"Gente sem vergonha, decência ou respeito, que ficava vadiando pelo mundo e atrapalhando a vida das pessoas de bem."
tale,O ônibus logo passaria pela Ponte do Janga.
tale,Por que os dois não desciam ali pra meter que nem cabritos?
tale,Pensar só lhe dava mais raiva.
tale,"Cansado pelo trabalho exaustivo na firma, seu corpo declarava através do calor que só uma caninha poderia fazer bem."
tale,"(Não contou, entretanto, com um rabo de saia de respeito, que Eudes prontamente gritou pela janela quando viu."
tale,"Eita, filé danado!)"
tale,"Mas a distração não durou, porque o casal pediu parada, e o volume estampado na calça do boy só seria mais visível com neon em cima."
tale,Eudes esperava mais era que os dois se fodessem.
tale,Imaginou como eram na escola.
tale,Duvidava muito que estudassem ou fizessem qualquer atividade minimamente produtiva.
tale,"Tinha, na verdade, quase certeza que os dois só iam pra namorar nos matagais de qualquer fim de mundo."
tale,Será que o boy era ladrão?
tale,O bigode dele era loiro.
tale,Devia ser maconheiro.
tale,"Eudes lembrou de quando foi expulso da escola, ainda jovem, por desrespeito aos professores e depredação."
tale,Já fazia mais de trinta e cinco anos.
tale,E aí?
tale,Foda-se.
tale,"Mesmo não sendo exemplo do que qualquer aluno deveria ser, a escola não tinha lhe feito falta, porque ele era esperto por natureza."
tale,"Ele, sim, era esperto."
tale,"Se o povão da cidade era jegue, problema deles; Eudes sabia não ser otário como os outros."
tale,"Se o mundo tentava derrubá-lo, o homem se reerguia como ninguém!"
tale,"O ônibus, por exemplo."
tale,"Depois de meses trabalhando no mesmo lugar, as pessoas e a rotina tornam-se conhecidas."
tale,"O ponto em que pegava era o mais movimentado de todos, mas isso lhe era bom, porque garantia que alguém desceria em sua parada."
tale,"Enquanto um mar de gente subia pela frente, ele pulava rápido pela porta de trás e sentava sem demora."
tale,"Além de poder descansar na janela, já economizava o dinheiro da cachaça."
tale,Às vezes encontrava com um senhor que tornou-se seu conhecido.
tale,"Eudes não sabia bem a razão, mas o senhor todas as vezes o olhava firme e se danava a conversar sobre como os políticos provavelmente começavam a roubar com gestos pequenos."
tale,Por que repetia tanto aquilo?
tale,Talvez fosse gagá.
tale,O fato era que o velho não chegava a incomodar – diferente do que fazia uma mulher que todos os dias vinha sentada ao lado de uma amiga.
tale,Aquela cuidava da vida dos outros mais do que Deus.
tale,Misericórdia.
tale,Ela e o buço mal feito dela.
tale,Eudes queria que o diabo carregasse aquela derrota.
tale,Tentava imaginar a mulher jovem e não conseguia; era feia desde sempre.
tale,"Se um dia chegou a beijar alguém, foi um doido que fugiu ou um cego que bebeu demais."
tale,E o espírito de pobre… Nossa Senhora que benza.
tale,Ele era observador dos bons e sabia que a mulher de bigode fofocava com maestria.
tale,Voltou à realidade quando a barriga roncou.
tale,"Já eram seis e meia, afinal, e muito chão ainda havia entre aquele ônibus e sua casa."
tale,"De dentro da velha mochila, Eudes tirou um saco contendo escassos restos de pipoca e comeu."
tale,"A embalagem em suas mãos virou uma bolinha, e a bolinha pareceu virar um amuleto de azar; uma ânsia crescente lhe dizia que precisava jogar aquilo fora o quanto antes."
tale,"Lançou pela janela o saco amarelo – que acertou um motoqueiro pela viseira aberta, mas Eudes nunca soube disso – a tempo de uma criança, inocentemente observadora do grande universo daquele coletivo, perceber e chamar sua atenção."
tale,"Não pode jogar fora, moço, porque a gente precisa cuidar da natureza e dos animais."
tale,E foi com o mesmo olhar inocente que a criança ouviu as mais humildes e delicadas desculpas de Eudes.
tale,Eu te perguntei?
tale,"Cala a boca pra não levar uma lapada, visse, pirraia?"
tale,"Em protesto, a mãe da criança logo informou que, à próxima ameaça, quem levaria lapada seria ele."
tale,O senhor gagá lhe mandou ter respeito O menininho deu língua.
tale,Todo mundo naquele ônibus que fosse tomar no meio do cu.
tale,Os passageiros sentados mais à frente também entraram na discussão.
tale,Um peão começou a avançar pelo corredor querendo tirar satisfações.
tale,A cobradora levantou-se de sua cadeira chorando por calma.
tale,Eudes acusou a mãe de barraqueira e a velha fofoqueira de Dona Dragão.
tale,"Com dificuldades pela lotação, o peão ia lento, mas avançava ainda mais."
tale,O motorista encostou e abriu a porta apressado.
tale,Eudes foi praticamente enxotado dali.
tale,Vai tomar no cu todo mundo.
tale,Não conseguia sentir outra coisa senão revolta.
tale,Eram idiotas como aqueles no ônibus que faziam o país ir tão mal.
tale,"- F. Bandeira Recife, 31.01.18"
novel,"Fisherville, 5 de outubro de 2010."
novel,A antiga casa perto do pântano tinha um ar assustador.
novel,"O imóvel de primeiro andar não era cuidado havia muito tempo, e suas paredes brancas descascadas lhe davam um ar de abandono."
novel,"No fim de tarde frio, as luzes das sirenes eram a única iluminação no exterior da residência."
novel,O cheiro de mofo que emanava das paredes comprovava que as janelas não eram abertas havia muito tempo.
novel,"No banheiro, o cadáver do dono jazia imóvel."
novel,"Sentado no piso de madeira e com as costas apoiadas na borda da banheira, o homem - ou o que restava dele - apodrecia em meio à; escuridão."
novel,Os restos do crânio espalhados pelo cômodo e o sangue seco colado na parede mais pareciam o cenário de um filme de terror.
novel,Blackwood sabia que a cabeça do homem fora pulverizada por um tiro de espingarda calibre doze.
novel,Pela desgraça do lugar... qualquer pessoa sabia.
novel,"Embora fosse antiga, a casa era pequena."
novel,"Dois outros policiais podiam ser ouvidos conversando em um cômodo ao lado, e o ranger das madeiras indicava que um terceiro estava entrando pela porta dos fundos."
novel,"Eembora ainda fosse outubro, a pequena cidade cercada de pântanos e florestas estava escura como no inverno."
novel,Os homens daquela região não conheciam outra estação.
novel,A fina neblina aliada aos ventos frios faziam daquela área um lugar esquecido pelo mundo.
novel,Os que passavam por ali nunca mais queriam voltar.
novel,As madeiras que formavam o piso da varanda rangeram quando Blackwood saiu da casa e dirigiu-seaté seu carro.
novel,A falta de interesse pelas coisas não mais lhe afetava.
novel,"Calmamente e sem rangidos,porta do Dodge Charger 1969 se abriu."
novel,Abraham sentou no banco e bebeu o resto do que tinha no copo de café.
novel,"Por ser um detetive antigo da casa, não tinha a obrigação de dirigir as viaturas comuns."
novel,"Na verdade, os carros recentes não lhe agradavam."
novel,Tirou a pistola do coldre e checou o pente.
novel,Cheio.
novel,Ouviu pelo rádio a central perguntando se algum dos detetives estava por perto e iria pegar o caso.
novel,Sabia que a resposta não viria nem que todos os incompetentes que trabalhavam com ele estivessem ali.
novel,"Sem a mínima sutileza, pegou o rádio e pressionou o botão."
novel,"Na central, as pessoas ouviram a voz fúnebrede velho e fumante responder:  -Im on it."
novel,"Na frente da casa, o verde musgo da pintura do carro combinava com a cordepressiva enraizada nasárvores por perto."
novel,"Os dois policiais,que estavam na sala,agora se encontravam na frente da casa."
novel,"Apoiados no capô da viatura, seus olhos denunciavam que não tinham interesse em estar ali."
novel,Blackwood fez questão de passar fitando os dois.
novel,"Sua cara fechada, casaco de couro marrom e barba por fazer davam a ele um ar ainda mais medonho."
novel,"Antigamente, fazia seu trabalho porque gostava."
novel,"Hoje, o faz porque é o único com competência verdadeira para tal coisa."
novel,"Ao chegar perto da casa, observou bem ao redor."
novel,As árvores cercavam o terreno.
novel,Havia um pequeno caminhoque conectava a casa à; estrada principal.
novel,"No térreo, apenas uma porta na entrada e uma janela um pouco ao lado."
novel,Dos lados esquerdo e direito podia-se ver duas ou três janelas.
novel,"Cuidadosamente, o""velho Black""abriu a porta da frente."
novel,Tratou de girar a maçaneta o mais rápido possível ao sentir o ferro gelado em sua mão.
novel,"Por estar enferrujada, a antiga maçaneta não poderia ser utilizada nas investigações."
novel,Impressões digitais não mais poderiam ser encontradas.
novel,Os lados da porta e da parede estavam intactos.
novel,Não tinha sido arrombada.
novel,Fechou-a atrás de si e olhou ao redor da sala.
novel,"Enquanto encarava as paredes velhas e sem nada pendurado, sua mente procurava possibilidades do que podia ter acontecido."
novel,O pano que cobria o sofá estava amassado.
novel,A mesinha que estava na frente da TV apoiava um copo com leite.
novel,O dono da casa identificado como Caleb Moore- provavelmente estava sentado antes de ser assassinado.
novel,A casa imunda e a falta de decoração eram suficientes para mostrar que Caleb morava sozinho.
novel,"No andar de cima, nada de útil."
novel,Abriu então a porta que dava para o porão.
novel,"Quando a luz se acendeu, Blackwood soltou um ar de surpresa."
novel,"O porão (quase do tamanho da casa) não era usado para guardar mais que uma geladeira, uma mesa de cortar carne, um rifle e um rádio."
novel,Saiu dele e se dirigiu à; cozinha.
novel,"Lá, encontrou o que procurava: a porta tinha sido arrombada."
novel,Abraham saiu da casa e entrou no carro.
novel,Mais um dia de merda tinha chegado ao fim.
novel,"Broken Bone, 5 de outubro de 2010."
novel,"Embora não muito grande, a cidade de Broken Bone era a maior da área."
novel,"Mais desenvolvida e polo da região, era onde a maior parte das coisas acontecia."
novel,"Em um subúrbio afastado do centro, Blackwood estacionou seu Charger na garagem."
novel,As amizades e favores que conseguiu ao longo do tempo o ajudaram a comprar a casa em que morava atualmente.
novel,"Era uma casa de primeiro andar, com sala de estar, de jantar, cozinha, área de serviço, sótão, porão, garagem... Com certeza, mais do que Abraham precisava."
novel,"Na garagem, algumas velharias e diversas ferramentas para consertar carros - uma paixão."
novel,Um antigo retrato com amigos adornava uma das paredes.
novel,A porta que ficava em outra dava para um corredor que acabava entre a cozinha e a sala de estar.
novel,"Nas paredes, um quadro, dois retratos e um relógio."
novel,Arrastou-se cansadamente pela casa até chegar à; cozinha.
novel,"Não era muito grande, mas era bem arrumada."
novel,Abe tirou o casaco e o distintivo e os jogou no balcão.
novel,"Abriu então uma cerveja e sentou-se na varanda, olhando para a rua."
novel,"Mesmo à;noite, o bairro tranquilo e seguro lhe passava uma sensação de paz."
novel,"No tempo em que ficouobservando quem passava, avistou uma antiga moradora do bairro e um estudante que passava todas as noites e sempre o cumprimentava."
novel,"Por algum motivo, aquele rapaz era uma das poucas pessoas que Abraham gostava."
novel,"Depois de um cigarro e algum tempo, Blackwood entrou novamente e ligou a televisão."
novel,"Enquanto cozinhava algo para jantar, ouviu as notícias que passavam."
novel,...Opresidente do Panamá...Compre agora o...Uma onda de assassinatos...O jogo terminou empatado.... A verdade é que Blackwood não estava prestando atenção nas notícias.
novel,Sua cabeça estava dividida entre dois assuntos: o assassinato do dia e o pesadelo imortal que insistia em o assombrar.
novel,Pensousobre o falecido homemenquanto comia a refeição.
novel,Já ouvira falar de Caleb Moore antes.
novel,"Embora fosse um homem estranho, era o açougueiro da área de Fisherville."
novel,Não tinha muitos amigos (ou pelo menos ninguém os conhecia).
novel,Porém...algo nele era estranho.
novel,"Seu olhar parecia sempre denunciar algo, e suas ações eram sempre rápidas, como quem tem algo a esconder."
novel,Não era novidade para Abraham um homem assim.
novel,Provavelmente era o tipo que teve uma infância ruim e ficou traumatizado.
novel,"Agora, porém, não adiantava muita coisa pensar sobre sua infância."
novel,"Moore estava conversando com o Diabo sete palmos abaixo do chão, e com certeza não voltaria para dizer alguma coisa; e Blackwood não queria pensar no seu trabalho quando estivesse descansando."
novel,Mudou então seu pensamento para os policiais que trabalhavam consigo.
novel,Vermes inúteis...Sequer sabem fazer uma investigação.
novel,Como filhos da puta desse tipo tem um distintivo no peito?
novel,Dev.... Parou ao reparar que voltara a pensar no trabalho.
novel,Descansou os talheres.
novel,Levantou-se.
novel,Tinha que pensar em outra coisa que não fosse o trabalho.
novel,"Deixou-se levar, então, pelas coisas que surgiam naturalmente em sua mente."
novel,Essa acabou sendo a pior decisão do dia.
novel,"Algum lugar, 5 de outubro de 2010."
novel,A chuva caía como um castigo sobre os homens imóveis.
novel,"Arregalados, seus olhos observavam a cena que nem o pior dos pesadelos seria capaz de criar."
novel,"Na parte mais alta da colina, o corpo de um dos integrantes do grupo descansava com um galho atravessando-lhe o tórax."
novel,Era certo que aquela havia sido uma morte dolorosa.
novel,Passaram alguns segundos sem reação alguma.
novel,"O rosto, pálido, os observava com uma expressão de terror que nunca teve em vida."
novel,"A escuridão da noite e a cor escura das árvores dificultavam a visão, mas aquilo era horrendo demais para não ser visto."
novel,O cabelo escorria pelo rosto e a boca jazia aberta.
novel,"No entanto, eram os olhos que realmente prendiam."
novel,"Um olhava diretamente para onde estavam, e no lugar onde deveria estar o outro, apenas alguma gelatina destruída."
novel,O silêncio foi quebrado quando o mais baixo dos homens disse algo ao outro e apontou para uma das mãos do morto.
novel,"Pingando as gotas da chuva, a mão gelada estava fechada em torno de um bilhete."
novel,"Como quem acordara de um sonho, o segundo deu um temeroso passo à; frente e agarrou o papel."
novel,"Leu-o, e por um segundo não atreveu se mexer."
novel,"Os músculos se retraíram, e o medo aguçou todos os sentidos."
novel,As palavras que nele estavam exorcizaram por completo qualquer confiança que os dois tinham.
novel,Não olhe para trás”.
novel,New York.
novel,14 de agosto de 1998.
novel,18:00.
novel,Os dias exaustivos de trabalho pareciam não ter existido quando Abraham chegava em casa.
novel,A felicidade de abrir a porta e ver sua filha correndo para o abraçar faziam do policial um homem verdadeiramente feliz.
novel,Blackwood pegou a filha nos braços e foi até a cozinha.
novel,Jasmine preparava o jantar.
novel,-Amor!
novel,Que saudade!
novel,Como foi o dia hoje?
novel,"-Cansativo, mas nada fora do comum - respondia o policial com entusiasmo A operação está indo bem e devemos acabar tudo em breve  -Posso saber do que se trata?"
novel,Jasmine sorriu curiosa.
novel,-Tráfico.
novel,Um grupo que está sequestrando vendendo pessoas por encomenda.
novel,"Já sabemos quem é o chefe, seus horários...tudo!"
novel,Devemos fechar o cerco em um mês.
novel,Agora... -Blackwood fez uma cara levada- O que tem dentro dessa panela?
novel,-Frango com um molho árabe.
novel,"Ah, precisamos conversar sobre Emma."
novel,Ela está tendo problemas... Blackwood parou tudo o que estava fazendo.
novel,Sentiu o medo atravessar seu corpo.Tentou disfarçar eperguntou: -Problemas?
novel,-As atividades de casa da escola estão causando-lhe dor de cabeça... A sensação de alívio que o dominoufoi uma das maiores que já havia sentido.
novel,"A promoção que ganhou para trabalhar em Nova York trouxe boas coisas, mas alguns males também."
novel,"Sua filha era a coisa mais preciosa que tinha, e ele faria o impossível para garantir seu bem estar."
novel,"Porém o caso em que se metera era muito arriscado, e agora era muito tarde para sair."
novel,Prometeu a si mesmo que esse seria o último caso que resolveria enquanto Emma estivesse viva.
novel,"De fato, foi."
novel,"Algum lugar, 5 de outubro de 2010."
novel,"Como reflexo do desespero, dominaram o medo e se viraram em uma fração de segundo."
novel,"Seja o que fosse que havia atrás deles, pegariam a coisa de surpresa."
novel,"No entanto, nada mais viram que as árvores mais próximas e a completa escuridão."
novel,O mais alto tinha acabado de voltar-se à; posição inicial para olhar o cadáver uma última vez quando um relâmpago iluminou o céu.
novel,Seria necessário apenas um instante de luz para que pudesse ver a coisa que o olhava de frente.
novel,"E então, ele viu."
novel,"A menos de 2 metros de distância, um homem com olhar louco o fitava por completo."
novel,"Parecia conseguir ver até o fundo de sua alma - e pelo sorriso que tinha no rosto, de fato conseguia."
novel,"Por trás dos galhos da mesma árvore que apoiava o cadáver, o homem de preto exercia uma espécie de magnetismo no que o vira momentos antes."
novel,"E este, por sua vez, era um animal acuado na ponta de um desfiladeiro."
novel,O mais baixo voltou a olhar o cadáver.
novel,"Percebeu que seu companheiro, que também o olhava, não se movia."
novel,Ficou surpreso por isso.
novel,"Não imaginava que, mesmo trabalhando com corpos, ver o de um conhecido o assustaria tanto."
novel,"Mas era um hom... Então uma voz, vinda não se sabe de onde, abriu caminho pela chuva."
novel,-How do you like fried eggs?
novel,O gordo estranhou.
novel,Não era aquela a voz à; qual estava habituado a escutar quando seu colega falava.
novel,-...hot?
novel,"respondeu, fitando o conhecido que usava camisa quadriculada."
novel,Estava prestes a dar um passo à; frente e tocar seu amigo nos ombros quando a resposta veio.
novel,"-Interesting  disse a voz, em um tom que imitava uma reflexão  but what do you think when it comes to fried...fingers?"
novel,Não era o homem para quem olhava que pronunciava as palavras.
novel,"Podia não ser seu irmão ou conhecido de anos, mas os meses em que trabalharam juntos já eram suficientes para saber que a entonação crescente e o sotaque nórdico não pertenciam ao mais alto dos dois."
novel,"No entanto, se não era o colega (nem o cadáver) que estava a falar...quem estava?"
novel,Havia começado a puxar ar para responder quando a desgraça aflorou.
novel,Um tremendo clarão amarelado iluminou a área e o estrondo de uma explosão ensurdeceu seus ouvidos.
